animal_id,pet_id,timestamp,timezone,species,sex,life_stage,region_id,region,state,climate_zone,age_years,weight_kg,baseline_hr,baseline_spo2,baseline_temp,heart_rate,spo2,temperature,light,gps_lat,gps_lon,gps_speed_mps,ambient_temperature_c,relative_humidity_pct,wind_speed_mps,temperature_humidity_index,respiration_rate_bpm,shade_access_fraction,cooling_access_fraction,shelter_protection_fraction,injected_scenario,label,risk_type,target_hypoxemia,target_fever,target_abnormal_resting_hr,target_activity_reduction,target_heat_stress,target_cold_stress,sensor_missing_count,sensor_outlier_count
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:00:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.107573,97.373728,38.318309,0.000000,10.557600,76.244400,0.000000,25.088408,92.666442,1.824354,76.375294,20.403084,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:01:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,59.487656,97.341535,38.313541,0.000000,10.557597,76.244387,0.023653,25.008640,91.565338,1.758413,76.120749,21.428867,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:02:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,60.366344,97.124696,38.299832,70.231764,10.557600,76.244394,0.012971,24.794379,91.019861,1.457139,75.696453,22.734446,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:03:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,60.813777,97.140166,38.325312,121.456216,10.557598,76.244414,0.036415,24.687262,91.271226,1.310359,75.539119,23.532883,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:04:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.531813,96.881976,38.336261,0.000000,10.557581,76.244442,0.059978,24.631280,91.765613,1.293853,75.493822,23.675482,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:05:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,59.936470,97.234845,38.368609,40.255347,10.557578,76.244471,0.053185,24.571004,91.926504,1.120307,75.406652,23.407871,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:06:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.919893,96.740410,38.331730,0.000000,10.557608,76.244449,0.066913,24.525864,93.024738,1.183278,75.440250,23.539494,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:07:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.268687,96.917352,38.338701,81.633640,10.557595,76.244427,0.046943,24.423199,93.562606,1.311503,75.316526,24.133858,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:08:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,64.545375,97.009102,38.359474,0.000000,10.557566,76.244456,0.074709,24.351521,92.358541,1.264800,75.072296,22.648339,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:09:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.423258,97.082566,38.346613,0.000000,10.557585,76.244457,0.034943,24.204467,91.717519,1.179598,74.755988,22.655634,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:10:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,61.912563,97.353085,38.354816,0.000000,10.557596,76.244459,0.021062,24.310116,91.169769,1.227034,74.883123,22.686247,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:11:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,64.356018,97.251793,38.310519,0.000000,10.557572,76.244480,0.058755,24.283094,91.233030,1.146517,74.843121,22.012810,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:12:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.651737,97.412721,38.292452,0.000000,10.557559,76.244452,0.057102,24.331519,90.816916,1.269697,74.884715,21.652190,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:13:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,58.752144,97.333037,38.308003,0.000000,10.557568,76.244453,0.016041,24.346975,90.699359,1.228864,74.899422,21.339014,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:14:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,61.206524,97.295780,38.329223,0.000000,10.557562,76.244433,0.037723,24.318185,91.004401,1.211354,74.880533,22.114771,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:15:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,63.524827,97.312458,38.311003,56.210048,10.557517,76.244422,0.085493,24.263624,92.649255,1.202825,74.949474,21.137188,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:16:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,65.295675,97.667852,38.329241,0.000000,10.557513,76.244475,0.095965,24.273469,91.905526,1.205227,74.893039,22.075017,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:17:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.950241,97.536669,38.316648,0.000000,10.557477,76.244500,0.081386,24.232195,91.794091,1.244591,74.811131,21.892821,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:18:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.200716,97.285950,38.293233,148.529402,10.557469,76.244526,0.049409,24.199113,91.860603,1.119715,74.760815,22.863746,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_KL_001,BUFFALO_KL_001,2026-07-01 00:19:00,Asia/Kolkata,buffalo,female,adult,KL,Thrissur,Kerala,hot_humid,4.642147,549.892283,60.802079,97.202633,38.209975,62.440879,97.558435,38.258779,34.912892,10.557496,76.244536,0.053604,24.200808,91.726938,1.056803,74.750628,22.781948,0.761798,0.230702,0.492984,reference,0,no_injected_risk,0,0,0,0,0,0,0,0
