animal_id,pet_id,timestamp,timezone,species,sex,life_stage,region_id,region,state,climate_zone,age_years,weight_kg,baseline_hr,baseline_spo2,baseline_temp,heart_rate,spo2,temperature,light,gps_lat,gps_lon,gps_speed_mps,ambient_temperature_c,relative_humidity_pct,wind_speed_mps,temperature_humidity_index,respiration_rate_bpm,shade_access_fraction,cooling_access_fraction,shelter_protection_fraction,injected_scenario,label,risk_type,target_hypoxemia,target_fever,target_abnormal_resting_hr,target_activity_reduction,target_heat_stress,target_cold_stress,sensor_missing_count,sensor_outlier_count
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:00:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,63.140751,97.369739,37.949823,20.650546,30.931000,75.887300,0.000000,21.550257,59.706659,1.753428,67.909385,17.843287,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:01:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,64.231880,97.600316,37.992246,139.229757,30.930967,75.887339,0.087200,21.435961,59.291352,1.776020,67.720485,16.975821,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:02:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,63.165247,97.879336,38.014518,9.400340,30.930982,75.887349,0.032181,21.398489,59.439764,1.846649,67.678676,16.647189,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:03:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,61.592804,97.978606,37.994468,66.022089,30.930970,75.887345,0.023453,21.358391,59.214609,1.947185,67.607097,16.508969,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:04:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,62.056202,97.778106,37.994068,58.048266,30.930985,75.887332,0.034933,21.253875,59.574178,1.998489,67.486240,16.236859,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:05:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,64.575725,97.620779,38.005348,25.474048,30.931001,75.887299,0.060498,21.266437,58.950767,2.055034,67.460966,15.849496,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:06:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,64.308334,97.590811,37.971560,19.213385,30.931022,75.887333,0.065940,21.134456,58.778013,1.800883,67.265945,16.689928,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:07:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,65.598109,97.413344,38.009620,0.000000,30.931054,75.887274,0.110699,21.013248,57.981207,1.561702,67.045039,18.336190,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:08:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,62.917695,97.469305,38.028335,103.732002,30.931072,75.887238,0.066449,20.986081,58.397903,1.447374,67.034998,18.452963,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
BUFFALO_PB_001,BUFFALO_PB_001,2026-05-01 00:09:00,Asia/Kolkata,buffalo,female,adult,PB,Ludhiana,Punjab,warm_plains,8.270062,586.657487,61.523346,97.784904,37.966610,63.594534,97.670681,37.999335,0.000000,30.931106,75.887270,0.081064,20.959135,58.528891,1.467592,67.006297,17.927274,0.321331,0.525434,0.456315,abnormal_resting_hr,0,no_injected_risk,0,0,0,0,0,0,0,0
