pet_id,timestamp,species,age_years,weight_kg,baseline_hr,baseline_spo2,baseline_temp,heart_rate,spo2,temperature,light,gps_lat,gps_lon,label,risk_type,latent_activity,target_hypoxemia,target_fever,target_abnormal_resting_hr,target_activity_reduction
P001,2026-01-01 00:00:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,182.33326147264214,96.80147915193994,38.238035282851136,0.0,12.941782352318457,77.6457702888443,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:01:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,174.44127085425617,96.51389488992491,38.23249214459042,0.0,12.941782352318457,77.6457702888443,0,healthy,0.032939371882995894,0,0,0,0
P001,2026-01-01 00:02:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,171.50969497095053,96.93499731114223,38.254789311877126,3.063695888793056,12.94181565840376,77.64568722715431,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:03:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,164.47743292794772,96.7989409161764,38.255681149338315,0.0,12.941794564068122,77.64556742466822,0,healthy,0.027349051330205373,0,0,0,0
P001,2026-01-01 00:04:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,166.78794288501692,96.74612404384833,38.283176637966065,0.0,12.941830391535644,77.64548222017254,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:05:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,160.12704485986632,97.23171615627118,38.233985289987615,52.61740729480569,12.941830391535644,77.64548222017254,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:06:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,174.93837212876946,96.68601685754868,38.24902896959674,21.565980081829178,12.941830391535644,77.64548222017254,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:07:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,177.53879311592078,96.4415591761338,38.22279043422504,50.52426990966742,12.942000263433833,77.64549459642512,0,healthy,0.09982034893107368,0,0,0,0
P001,2026-01-01 00:08:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,161.02841468640884,96.67691147118838,38.21765465541204,0.0,12.942000263433833,77.64549459642512,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:09:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,166.51318792470659,96.87001730293623,38.1900313358096,32.606478603540516,12.941963598007876,77.64554934395744,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:10:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,160.48495135232452,96.31030677406915,38.22112793259165,63.369866235674706,12.941992261760552,77.64558070446536,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:11:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,170.18303690019798,96.24939524550746,38.222273667897866,25.77092617578137,12.941992261760552,77.64558070446536,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:12:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,168.3315671114321,97.48990787427063,38.22213880290087,16.510302795501453,12.941992261760552,77.64558070446536,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:13:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,167.24672738848892,97.24061000214205,38.22731725544558,1.4379697226797532,12.941992261760552,77.64558070446536,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:14:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,174.40258573188746,96.14745403125443,38.215903518739275,42.07596816089995,12.941934776448075,77.64571134334962,0,healthy,0.12039411460323776,0,0,0,0
P001,2026-01-01 00:15:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,171.33513160269368,97.10605766500154,38.204447862229536,0.0,12.941909888695761,77.64569198018746,0,healthy,0.06790929038084695,0,0,0,0
P001,2026-01-01 00:16:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,170.83606205006822,97.02666923916927,38.1867462729663,41.298163263281836,12.941919008829528,77.64568899379054,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:17:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,165.84421517472356,97.50908213031609,38.21892750215739,0.0,12.941834091296464,77.64571658087701,0,healthy,0.022019056090159268,0,0,0,0
P001,2026-01-01 00:18:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,169.73730874930445,97.2002511330239,38.22937750459028,34.05557364570926,12.941850461655033,77.64577477497116,0,healthy,0.000947728529069987,0,0,0,0
P001,2026-01-01 00:19:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,167.95417016141388,97.0647215048433,38.25988709810782,45.696111002717565,12.941850461655033,77.64577477497116,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:20:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,162.58495004276622,96.67495329435239,38.27196544525211,0.0,12.941850461655033,77.64577477497116,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:21:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,164.17404523350675,96.45756771141767,38.27944450217975,,12.941815510011402,77.6457746541944,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:22:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,162.78505556162347,96.64564938901745,38.27043285236638,46.156400001756325,12.941748782081842,77.64581878351113,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:23:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,166.519010147365,96.34713909053677,38.241322447427464,18.76740973996957,12.941748782081842,77.64581878351113,0,healthy,0.015715708729217997,0,0,0,0
P001,2026-01-01 00:24:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,175.65474485914626,97.01332887213944,38.25465811778979,13.445509630515149,12.941595459858068,77.64571418119606,0,healthy,0.07392094176870884,0,0,0,0
P001,2026-01-01 00:25:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,173.41002612147167,96.15642054376038,38.21741390738962,2.85944937542191,12.941595459858068,77.64571418119606,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:26:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,181.44608426982023,97.46955093903134,38.227654939106635,86.23065390172201,12.94159326069847,77.64573297720183,0,healthy,0.10707608263789892,0,0,0,0
P001,2026-01-01 00:27:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,172.365217806689,97.02234618152318,38.240402659614354,34.06900576415452,12.94159326069847,77.64573297720183,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:28:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,173.26894433962792,97.066833032244,38.21152355783553,0.0,12.941628560662375,77.64564286780295,0,healthy,0.015905244971645895,0,0,0,0
P001,2026-01-01 00:29:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,171.17899913116227,97.20760271658416,38.20917070082589,37.854416313662114,12.941628560662375,77.64564286780295,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:30:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,172.3229933104654,96.26693483214228,38.236936475770584,104.04016762865083,12.941641138835891,77.64559271526872,0,healthy,0.07473509227404823,0,0,0,0
P001,2026-01-01 00:31:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,171.32465233849015,96.37106067987902,38.234734432399684,31.46245705742236,12.941630164739376,77.64568276181846,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:32:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.888474345196  
P001,2026-01-01 00:57:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,170.85614894126942,97.16007692661202,38.332573309819644,0.0,12.941991643430683,77.64541485967293,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:58:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,175.54066261568659,96.73426626372121,38.30879719571104,57.02256683873281,12.94199459043863,77.6454172555517,0,healthy,0.0,0,0,0,0
P001,2026-01-01 00:59:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,166.1252252578607,96.53572806785286,38.29276629960463,88.35867305217008,12.94213003835398,77.64534467994069,0,healthy,0.048097185498573954,0,0,0,0
P001,2026-01-01 01:00:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,186.70984406998076,90.92015027810272,38.24815307377519,29.077741111690493,12.942214080035422,77.64534832997651,1,hypoxemia,0.043826854560782905,1,0,0,0
P001,2026-01-01 01:01:00,cat,9.201624304903246,3.5520190725114054,168.167906029477,96.88847434519637,38.24881366604231,183.61356846721898,88.0336953720178,38.24144097749704,42.61229423495314,12.942262147001108,77.64529402914508,1,hypoxemia,0.037089677876158696,1,0,0,0
